id	text_a	text_b	label
3762	价格偏高，不过倒是蛮好吃的。	None	1
3779	便宜实惠量足好吃！	None	1
1691	外卖没有配汤，还是店里好。	None	1
816	真快,味很好,也很方便	None	1
0	很好！份量很足，香干回锅肉里的萝卜干很好吃，每份饭还送了咖啡，谢谢！	None	1
6519	垃圾，送的超慢，送餐的态度又差	None	0
7361	味道不好，饮料很难喝	None	0
6019	送错餐，然后一个半小时以后才吃上	None	0
13	好吃又美味	None	1
6564	尖椒肉丝吃出来个苍蝇	None	0
5244	送餐时间慢得不得了，两个小时能到就烧高香吧	None	0
6052	催了三次单也没用，照样不能准时送到。	None	0
2026	很好吃很实惠～但有点不够吃，要是加送点当主食的饼就好了～	None	1
3317	第一次吃宇宙卷饼，好吃~	None	1
6387	送的特别慢，还要自己去取，不好吃	None	0
5958	冰糖雪梨粥,连米都没有,就是个甜汤,凉拌木耳里面怎么还有一根黄瓜丝,一根豆腐丝	None	0
3404	非常好吃也很快	None	1
6743	青椒好生…送餐好慢…	None	0
6529	太难吃，石锅拌饭没有拌饭酱，外卖也等了好久	None	0
1426	百度外卖不错，	None	1
1812	每次都买珍珠奶茶,很好喝,送餐速度也快！推荐购买	None	1
4185	真是慢啊快两个小时了。。	None	0
1186	超级好吃，特别喜欢肘子卷饼～量的话一个够女生吃，男人不够～	None	1
5161	巨难吃！重要的事情说三遍！巨难吃！巨难吃！,又慢慢慢慢！！！如果听我的你就不要订哟,如果我说的是假话,那就咒我我以后吃的所有外卖都像他们家一样难吃。（非常正经地说）	None	0
2170	很好吃的。评价晚了。,嘿嘿	None	1
7878	差评！！！！！一个多小时餐都送不到	None	0
7754	好吃，太慢，建议早点下单	None	0
4864	送餐晚了很久,什么都不说了	None	0
1388	就是酱香鸡腿味，我说要吃辣一点也没给我加，关键送来是凉的，凉凉的，是一点点热都没有的，买了38的大份才吃饱，我是妹子。	None	1
4564	说实话不怎么样啊,根本不够吃,还那么贵	None	0
291	及地很好吃,很特别,微辣	None	1
1246	岩盐芝士绿茶每单必点	None	1
6276	薯条是软的……不会再买了,拌饭忘放酱了，打电话说给送也没送……自己去超市买了老干妈……,哎	None	0
6242	真的很难吃，其它不愿吐槽了	None	0
1086	老板态度非常好	None	1
4910	等了整整一个小时，都凉透了。变得好难吃	None	0
2732	总的来说没有第一次吃的香了	None	1
6034	好几个人都说量少味道不好	None	0
6725	肉实在太少了	None	0
5480	口味不错，送餐速度太慢了。5点10分下单，6点半才送到。	None	0
3033	味道很好就是送餐太慢	None	1
6057	送错了，要的热的，送的是凉的，还忘了带吸管…	None	0
1496	这次送餐超快，好评，好评，好评	None	1
6470	操，送来全洒了不说，大夏天送来全是凉的，一个半小时送到，你们是特么做蜗牛来的吗？破外卖，必须你妈负分。菜品也特么很一般。	None	0
6118	点错了，还没送到啊	None	0
1352	吃习惯了，我们一直都点他家。就是用心做得好。	None	1
2047	送餐非常快,态度特别好,谢谢	None	1
832	经济实惠，家常风味的大饺子	None	1
5107	10点下单，12点还不到，打电话催了5次，说是送丢了，最后下午1点送到的	None	0
1970	包装非常高大上，还专门配备了一次性手套，太贴心了	None	1
2815	撑死我了。就是土豆肉丝没见到肉啊。	None	1
6044	一个多小时，好漫长，都凉了……	None	0
4102	以前用烙饼卷的还好，现在是面皮了，反正我觉得不好吃	None	0
3871	不错，好吃不贵，送餐速度快	None	1
5794	为何送来四盒,两盒都没煮熟,肉是生的是要让我家人吃坏肚子吗？	None	0
2585	煎饼好吃！！！	None	1
1349	骑士非常快，东西也非常好吃	None	1
2256	送的超级快，送餐员很辛苦。快乐柠檬一直喜欢喝	None	1
976	不错，吃一个就很饱	None	1
6471	点了个帕尼尼，我去！这啥？怎么好意思叫帕尼尼？难吃死了。星巴克帕尼尼，难吃中的战斗机！	None	0
5560	我的卤蛋去哪了？少了	None	0
2610	送得特别快,饼味道一般	None	1
2066	稍微慢了一点，不过老板态度很好。支持	None	1
3025	那个麻辣拌素居然放糖…	None	1
2154	豆皮还挺好吃的，热干面也还行	None	1
4665	菜缺少色香味	None	0
2411	太快了。。。。比我定的时间快了一个小时	None	1
7582	好干,吃腻了...	None	0
6297	我4点50订的和别人5点半订的一起在6点半过来	None	0
2433	就是好吃,量还够。速度也快	None	1
6647	非常差，米饭夹生，打和合谷客服投诉，告知门店会有人处理，到现在也没有下文了，真的是无语了，以后再也不去去和合谷！	None	0
115	很好吃！很满意！	None	1
2246	很喜欢这家口味	None	1
6285	连个餐具都没有，送餐态度也不好	None	0
1566	大家都说送的慢，弄得我不敢选他家的，但是我点了一次，超级快就送到了啊	None	1
458	活动挺好、希望继续保持	None	1
4584	我要的精选米饭，你给我送过来一个空盒？？？你TM在逗我吗？？？？？差差评！！	None	0
4809	没有酱怎么吃啊	None	0
7419	不错，就是送的太慢了	None	0
108	就在家附近，以前总去吃，可是近两三个月以来菜品没有以前好吃了，大拌菜拌苦菊一类的菜总是很甜，估计是商家为了省事就放在糖水里泡着，炒菜用的油也没以前好了，我老公胃敏感，能吃出来，油不好他会胃疼的，估计价格亲民后成本太高商家就开始糊弄事儿了，现在基本不爱来这里了，宁愿绕道去上品粥面，店员服务也没以前那么好了…好的东西贵在坚持，希望商家有心能懂这些，哪怕提升价格也别降低质量，否则日久天长损失的还是自己	None	1
5528	太次了，饭里居然吃出来烟头了，恶心死了，而且饭都是凉的	None	0
2918	挺好吃的，比较实惠。	None	1
4718	一直挺喜欢他们家饭，但今天两个小时了还没有送来。不知道他们送错了还是怎么着，来了面都陀了，希望以后送餐速度能快点，因为面食很容易陀的。	None	0
6559	菜品偏咸，味道也一般。打开包装里面菜汤全洒了。	None	0
6042	我本来想看看比肯德基肉卷都贵的外卖是啥味道。难吃，油腻。凉拌木耳就是放点盐和醋就了事了。包装看起来挺不错的，可是味道不行有什么用。	None	0
7144	送的超级慢，连勺子都没有，焦糖布丁还洒了根本没法吃了！	None	0
1565	服务很好，送的很快，很有礼貌。	None	1
5673	十一点订的餐，一点送到，这是龟速吗？十二点第一次给餐厅打电话催单，餐厅说饭已经装好了，送餐员没来让我催催，两分钟后我给送餐员打电话，他说他已经在餐厅取餐了，十分钟后我又给他打电话，他还说他已经到了，在取餐，撒谎！！！！！十分钟餐还没取完，也是够可以了，差差评。	None	0
5668	菜里吃出了不该有的东西！	None	0
269	送餐小哥神速！粥挺好，肉饼超好吃	None	1
5221	饮料洒了一半在袋子里，连吸管都没有，豆腐脑盖子上也全是油，煎饼因为太久捂在袋子里完全不能吃了，失败的一次订单~	None	0
6975	没有在店里吃好吃，萝卜太多了	None	0
4132	太慢了,说好45分钟,结果一个多小时	None	0
3362	很快很好～	None	1
4031	豆腐脑好吃，这款煎饼有点儿怪	None	0
5162	118分钟，菜品不评价，没好过	None	0
2927	确实不错，肘子的比较好吃	None	1
40	这次好快！	None	1
3480	送餐非常快	None	1
6817	没给绿豆沙	None	0
6468	味道一般吧~而且吃出一根头发！！	None	0
1030	味道还不错，比想象中小......感觉不是很值	None	1
6709	没有什么味道	None	0
876	手撕包菜肉太少了…没有不辣的肉菜	None	1
5348	希望品质如一!	None	0
5716	送货挺快，但味道不如以前的好吃了！	None	0
5256	菜不好吃。送货时间晚，等了好久。。。	None	0
5135	菜品质一般千叶豆腐就小米椒有个味扣肉味太淡肉片厚	None	0
2730	菜品味道好，师傅送货快	None	1
5381	金枪鱼超级少，还是合利屋号，土豆泥是网上那种买来泡的，不是真的土豆	None	0
6379	只是没想到必胜客越来越难吃	None	0
1688	快递速度给力,煎饼一如既往的好,给赞	None	1
5555	送了150分钟！	None	0
474	没想到呀，真的好快呀，支持支持！	None	1
6918	SB，告诉你不要辣椒还放，艹，爷感冒了，泥马的	None	0
4596	等了两个小时,没按时送,饭都凉了,人也饿过劲了,菜也凉了,不好吃,以后不会再叫	None	0
6573	这石锅做的也太差了，还得自己扮拌啊，而且菜还那么少，就给两包酱汁，这叫石锅拌饭啊，米饭是凉的，只能说很失望，以后不会再来。	None	0
5292	不知道为啥今天送餐速度奇慢无比……	None	0
3748	送餐速度快！	None	1
490	很准时，而且这次包装很认真，用券太划算了！	None	1
4922	快点吧！饿了	None	0
2501	好极了！送来还是热的！	None	1
1830	很好吃，就是提前送啦	None	1
777	还冒着热气呢,肉末茄子超级棒,尖椒豆皮就不咋好吃啦,不过整体还是不错的	None	1
6714	点汤不送米饭，之前在店里吃的时候都是有米饭的，外卖却没有，打电话过去问，服务员态度也极差	None	0
2016	还可以吧，和平时差不多	None	1
166	好吃到停不下来...好评！！！	None	1
5328	什么也别说了！这家商店就他么是坑人的！东西别提多难吃了！我他么吃了一半就吃不下扔了！吃的想吐！你贵不怕，问题你好吃啊！草泥马得了！祝你家早日关张	None	0
3015	饼比较厚,味道习惯啦	None	1
5559	土豆丝太难吃了,真的不咋地	None	0
209	宫爆鸡丁没放辣椒，简直了，也就因为家里有小朋友不能吃辣，不然就直接倒了，太难吃了	None	1
3682	服务很好！少了豆浆，又特地送来	None	1
6390	送了3个小时！汤撒了，拌饭没有酱但是有头发！	None	0
7400	牛肉套餐还可以，就是送餐超级慢啊	None	0
55	卷饼很好吃！	None	1
6164	太太太太慢了！！！2个多小时，十点多下单，1点才到	None	0
436	送餐特别快,送餐员态度也特别好	None	1
1339	还是很好吃~包装特别精致,哈哈哈,都舍不得拆开	None	1
2370	挺好的，挺快的	None	1
4925	辣白菜五花肉石锅拌饭套餐特别凉,凉的透心凉	None	0
3190	还可以吧！！！送餐很快	None	1
6642	送餐慢,量小	None	0
4523	口味比较淡，一般	None	0
6956	太可怕了，不好吃啊，送餐倒是很快	None	0
2886	全是肉啊。	None	1
6440	速度太慢，可乐洒出来很多	None	0
2798	汤多些面少些更好。	None	1
5906	对配送和客服极失望	None	0
7932	已经第三次给我漏单了，无语	None	0
6771	真心贵了，不值这个价	None	0
7867	速度太慢，一个半小时才送到	None	0
2126	这么晚辛苦外卖小哥了	None	1
2237	还蛮好吃的呢！辣白菜有点儿咸	None	1
5675	送达了？送哪去了，已经是第二次了。你们搞什么啊？浪费我的一份订单？要是不想做生意就别开了。	None	0
6413	非常差,最差的一次,首先订餐过了1个半小时也没显示送餐,电话去问无论正一味还是百度外卖客服都一问三不知,要求客服回电至今未回,另外正一味的饭也是半生不熟非常差,和上次点的汉拿山的差远了,伤了心了,对百度外卖,我要投诉	None	0
6607	差评,不好吃,袋子弄的全是麻酱	None	0
553	很快，不过	None	1
400	感觉口味偏甜	None	1
6246	送菜员，忘记带啤酒过来了，太马虎了，害的我老醋花生白点了!!!没见过这样的送餐的。	None	0
6	味道很不错,传统风味	None	1
2668	不错,略干	None	1
1796	好大一个煎饼	None	1
4466	送餐太慢,是不是因为用了优惠卷,只花了4元就最后给我送啊～,还没吃呢,等的太久,都没胃口了	None	0
3481	不错,很值	None	1
7660	辛苦送餐小哥了！菜量太小了~100多块钱都没有吃饱，鸭血小的都找不到，总之不值~	None	0
2976	味道不错，送餐很快，谢谢送餐员	None	1
7604	快递12:50才到	None	0
2358	很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了	None	1
4543	感觉都像半成品，麻酱白菜没拌，锅包肉厚厚一层面，应该不会再订了	None	0
4643	送餐很及时。,但是炝炒圆白菜没熟，而且感觉像是焯了水就没再炒过了，,生煎的油味很腻，累觉不爱，不会再吃了,o(╯□╰)o	None	0
5525	狗屎餐厅，送餐3个小时，还没咖啡，一杯咖啡送了3天，客服电话打了6个以上，餐厅电话一个没打通，老板什么态度，一杯咖啡就不给送了，住店家早些倒闭，谢谢。	None	0
4212	没给番茄酱，而且送餐速度很慢，这边有分店，还是等了一个半小时，饭再好吃都没心情了	None	0
5174	煲仔饭一如既往的好吃，但是鸡煲味道一般!	None	0
835	快递态度好，速度快	None	1
4002	12：20订单的，13：38餐才到。等的都不想要了	None	0
831	阿邦半年好好咯哦不急	None	1
5656	挺好吃，送餐快。	None	0
2036	小笼包挺好吃的，甜香，拌面也还可以，整体不错~	None	1
7263	送错了，丸子变成了米饭	None	0
121	很快很好。谢谢。辛苦了。	None	1
4487	跟店里味道不一样	None	0
2375	好吃。一直爱吃他们家的菜	None	1
1819	百度小哥太好了～速度极快～刚到楼下,我有货到,还帮我搬了两箱货,太赞了！太赞了！	None	1
6466	差评，晚45分钟还有理了，饭都凉了，没下回	None	0
6971	太差了，尤其是送餐员态度！不会在来了，全各位慎重，态度也就不说了，里面的粥都撒了，我就呵呵了	None	0
912	送餐很快。很方便。谢谢	None	1
5108	米法子形容，，生煎成了包子。。。馄饨汤都洒在了袋子里。。哎，，这。。。这。。太纠结了	None	0
5719	米线好多,没有店里好吃,但是还可以啦	None	0
1333	味道还可以，就是稍微淡点，要在咸点就好了。	None	1
842	送餐人员很给力，直接送到门口	None	1
7849	纯素拌饭真心难吃	None	0
6644	病人吃啊，挂面哈拉味，汤也腥。	None	0
4156	还不错！！！	None	0
2240	帅,够快,对我胃口	None	1
5549	除了汤，都太油了，吃不饱不说热量还突破天际，汤还撒了点，配送员还迷路	None	0
6934	土豆泥是酸的，不知道是不是本身就这个味道。	None	0
2432	点过中份感觉有点小小吃不饱，结果点了个大份，没把我撑死，这也太大了吧！！！	None	1
3375	挺好的，送的也挺快的，米饭再好点就更好了，感谢送的coffee	None	1
4827	要是有醋就好了，另外买了粥没勺子不能忍！	None	0
4688	面条就几根、即使小份也不会那么少吧、出餐还那么慢	None	0
6012	太慢了，等了两个多小时	None	0
4284	味道还可以，就是送餐很慢很慢很慢，第一次等了快两个小时，第二次一个半小时。	None	0
5395	等了一个半小时餐都没送来,取消订订单打了好几遍客服都没人管最后自动完成	None	0
3104	饭提前到了，而且还弄漏了真是的	None	1
759	最爱阿田，很好吃！送的也很快！	None	1
1924	虽然第一次少发了，联系了店家又马上补了一份，很好	None	1
4751	我要土豆肉丝，他给我送了个尖椒土豆，巨TM辣，本来上火这一吃嗓子一下废了，说不出话来了。	None	0
1234	吃过好几次了，味道挺不错的，外卖送的很快，喜欢	None	1
7980	快递员不认识路，还不听指导，还让我们下楼拿，一共3层楼，这样还收外送费，	None	0
7966	不,好,吃,！	None	0
4705	等了95分钟	None	0
4725	难吃到爆！这家店的菜品完全有失牛炖的水准，如果由于地址的限制只能在这家点餐，那么将义无反顾放弃牛炖！	None	0
5645	菜品太难吃，不过送餐人员棒棒哒！	None	0
2591	送的还比较快•就是味道没有在店里吃起来好吃•总体不错	None	1
7534	在一个小时后才告知没	None	0
6087	农家小炒肉肉不要太少啊，都是辣椒	None	0
811	好吃非常好吃非常高兴	None	1
7883	太难吃了！	None	0
1432	排骨鸡里没有青笋么,下次放点吧	None	1
3548	太惊喜了，刚订上就送来了，而且感觉比以前好吃了，包装盒也从圆的变成了方的，非常棒	None	1
5477	真心不好吃！	None	0
7208	量一般，菜一般。。特别的一般。。	None	0
1392	超级棒哦,吃不腻哦～～～暖暖哒	None	1
2915	送的挺快的，稍微有点腻	None	1
598	谢谢百度骑士辛苦的送餐	None	1
2903	配送很快,就是要了发票但商家没给	None	1
819	味道不错，外卖小哥速度快，态度好	None	1
4778	20元套餐送来的时候都洒了，有一个明显滥竽充数	None	0
6282	我定的6点15，竟然提前一小时送来	None	0
3920	速度很慢，盖饭分量小，两份估计都不够吃，习惯好评	None	1
4364	送餐速度超级超级慢……	None	0
5863	主题太硬了吧？腐竹还凑合	None	0
4086	准时送餐，不要太早，也不要太晚	None	0
6299	一份炸馒头片就四片,上次至少八片,减量不减价啊	None	0
4703	配送简直卡着点儿到的,写着13点31不到有一半儿的赔付，我也没有要，但是也太不准时了吧	None	0
747	外卖小哥态度超好！辛苦了！	None	1
6927	觉得只要在百度外卖订餐，就会很慢。从未准时过	None	0
180	非常好吃下次再买不错不错	None	1
6311	鸡块难吃,速度太慢,花了一个多小时,送到饭都凉了怎么吃	None	0
7429	汤洒了披萨翻了…………不开森	None	0
1406	百度外卖一直是我的外卖首选	None	1
4425	从说马上送餐，到收到餐，时间特别久，给的送餐电话打不通！	None	0
734	送餐速度快点就完美了	None	1
1142	不错，送餐小哥对不起了，打电话不知道怎么了没响～	None	1
4793	菜的味道还行，不过肉不是新鲜的。隔夜肉！其次米饭是前一天的，有变质味！	None	0
1615	还是那个味道,都很喜欢	None	1
6473	石锅拌饭必须用石锅吃,其它的饭也必须趁热,外卖送过来很难吃	None	0
7696	送来的很快。但是炖雪梨是冰凉，显然是冰箱里的，不是路上冻凉的。也没有给筷子。差评了。	None	0
4061	感觉不怎么样！配送不守时，不过辛苦送货员了	None	0
2623	还可以吃着。	None	1
79	味道不错，出去吹风的时候正好碰上外卖小哥。	None	1
7630	煎蛋糊了，口味偏咸！	None	0
761	菜很好吃，不过最好别吃带汤的，因为送过来时会变软好多，味道还是不错的	None	1
3063	不脆了可惜	None	1
7828	面送过来就会坨了软了，口感不好，其他还可以。	None	0
4069	果然像大家反馈的一样，饺子坨的不像样，一夹都破了！而且店家的醋也没密封好，洒了一袋…味道嘛，猪肉豆角还不错，西葫芦蒸饺不好吃。再说配送，我一直不能理解，百度配送那么慢你们是怎么有脸要五块配送费的？百度配送每次中午十一点左右点餐，都得送一个来小时，上次还有次快俩小时！你看人饿了么，官方配送最多四十分钟！不过看在满减活动给力的份上也就忍了	None	0
2980	味道不错,速度也很快	None	1
6961	凉皮是厚的条，不麻酱少，不好吃	None	0
4502	过桥米线味道不好，竹筒饭就一点点	None	0
7933	尖椒土豆卷，全是土豆丝，大概有六七根尖椒丝，上次吃完没事，这次吃完拉肚子了，不知道是不是素拌饭的问题。	None	0
6540	想要生姜红枣茶，打电话说下架了，就换了蜂蜜柚子茶，但是不知道为啥，喝出烤羊肉串的味道……,豆腐脑量很足，味道不错，原味煎饼送来有点凉	None	0
2394	超级快,送餐员超级好	None	1
2775	不错啊。快递很快，奶茶也还行。	None	1
2474	经常买这家的饺子，味道棒棒哒！	None	1
3853	送的非常快，量足，吃的很饱，灰常不错！	None	1
4435	要的无糖！无糖！无糖！	None	0
2521	很好很不错，很干净，很满意	None	1
434	特别棒，就是距离我们有点远	None	1
4610	送餐时间有点长，凉菜海带丝没洗干有沙子	None	0
6032	饺子味道挺好。就是从下单到拿到饺子是一个小时二十分钟。饿的胃到痛了。饺子也不热了……	None	0
6819	有点淡，实在量太小了	None	0
4821	首先外卖人员非常辛苦，服务态度也非常好！！最想说的是宫保鸡丁根本就是宫爆花生米，就算是外卖也是眉州东坡的外卖，就算是在忙材料也是切好炒的吧,不是我夸张，一盒菜里我就吃了不到10块鸡丁就全是花生米了，你这也太过分了，外卖就是这样糊弄消费者吗，我再也不会订你家的东西了，并且我的朋友们我也会告诉她们不要订你家外卖，因为这是你们对消费者的不尊重，更是对辛苦送外卖的工作人员的不尊重！！真是败了眉州东坡这个品牌的名誉！！	None	0
2383	东西还不错，但是送餐速度太慢了，不能按时送达，第二单两个多小时了，还没有到，这速度真是醉了	None	1
2747	外卖小哥,大赞	None	1
7297	真心太咸了，太咸了，太咸了，唉	None	0
1671	不错，肉多	None	1
6652	送的有点慢	None	0
2993	特别好吃，超赞	None	1
4246	慢的要命，再也不吃了	None	0
7207	味道没问题,但是可能中午实在是太忙了,从11点多下订单到1点才送到………而且薏米水也没给配送,后来又补送的…貌似也没给吸管……这次外卖是最不满意的一次	None	0
4566	竟然晚了20分钟,三明治是加热过的，送来变得变得又凉又硬，因为装三明治的袋子口是开的,骑士真是让人	None	0
5473	披萨没熟！！！大差评！！！	None	0
5997	鸡排少了你敢信？被翻的乱七八糟	None	0
5209	一点也不好吃，而且还小	None	0
3932	饼还是挺袖珍的，味道不错	None	1
3194	送餐哥们很好,谢谢	None	1
6061	桔梗太难吃了拌饭一般	None	0
7113	巨难吃，鸡丁没几块都在油里泡着，油太大啦！酸辣土豆丝，请问醋在哪里？辣在哪里？不酸也不辣！这两个菜一起点，已经是我多年的习惯，在n家餐馆吃过，只有这家是最差的！	None	0
7217	好奇怪的味道	None	0
3705	还是有点吃不惯肉松煎饼，不过还是很好的	None	1
182	很喜欢的美食！	None	1
5117	送餐速度一般一小时左右,等待太漫长啊,味道还不错	None	0
7805	几颗咸菜,呵呵了。	None	0
6575	没有发票，送餐时间晚，	None	0
5155	拌饭酱放的太多。难吃。建议这个酱可以做出小包装，客人自己加放。	None	0
2276	很好吃的煎饼！薄脆很脆～油条也不是很油！推荐～肉松的也很好吃！	None	1
381	等收到的时候，卤煮是温的，饼是凉的。速度慢。	None	1
3158	泡菜特别棒，大赞！	None	1
5193	太少，点的中分比上次的小份还小	None	0
2305	看之前的评价都说特别慢，想尝试一下10点15就下单了，结果11点就送到了，惊喜啊～卷饼味道不错，很多肉，好评～同事都说下次也要订一个试试。希望一直这么给力	None	1
7284	没找到地方自己拿回去了，也不跟顾客说，等了两个小时，服务态度也差劲，千万不能在这家订。。送饭的还理直气壮的，说不关我的事，又不是我送的刚才，饭还是凉的，就让人收。。	None	0
4904	口味一般，焦溜丸子不好吃	None	0
4042	送货速度太慢，1个多小时。味道还不错。	None	0
2654	肉有点腻了	None	1
213	味道不错，肉还挺多的	None	1
1578	感谢送餐小哥，态度非常好	None	1
5573	我定的是酸萝卜鸡胗饭，请问老板，我的酸萝卜在哪里，一块都没有看到，米饭特别干	None	0
5452	这个馋嘴蛙里还有米饭粒呢，太恶心了，我都担心把大家吃坏肚子，大还半生不熟呢，这种质量对消费者能有回头客吗？	None	0
7799	这家店芝士泡菜炒饭太咸了！没法吃，芝士还很少	None	0
41	排骨豆角沾卷子超乎想象的好吃！大晚上吃了一份根本停不下来！排骨很新鲜，量很大。	None	1
3215	一个煎饼和一小碗南瓜粥30多真有点贵	None	1
3162	就是粥少了点	None	1
3066	神速，继续支持。！！！	None	1
2721	服务到位非常好，很满意	None	1
1311	味道好极啦，送餐很快师傅辛苦啦	None	1
1740	很好，很不错，速度超快，超好吃。。吃了一个月了还想吃	None	1
6250	糟糕,继续努力吧	None	0
7158	世界上最难吃的,羊肉泡馍,卖盐的欠他们家钱。肯定打死的。	None	0
6180	一点酱汁都没有，鸡肉还有浓浓的焦糊味！	None	0
7242	饭菜送到凉了！不满意！	None	0
7182	都凉了。煎饼凉了。土豆肉卷也凉了。很难吃了！配送送的也慢，50分钟！	None	0
5548	土豆丝很难吃	None	0
5319	味道实在不好，跟在店面吃的感觉不一样，以后不会要了	None	0
6786	公司里十几个人，吃丽华快餐，吃一次，拉一次肚子，你们真的很缺德。	None	0
5566	送得很快。但是那晚筷乐家园餐盒装的鸭汤散发着臭味，没敢喝	None	0
1648	挺好。,就是备注不吃辣，还是放了辣椒。	None	1
6179	等了一个小时才到。	None	0
5806	差评！必须差评！,送餐时间完全按照他们自己的方便来，根本不参考预约时间。送餐员还理直气壮。如果这样这个软件的送餐预约时间功能还是去掉吧，反正人家送餐的也不看。	None	0
3744	快！好！牛！	None	1
5304	双拼饭要的,川香鸭肠,结果送过来时笋烧肉。。。。	None	0
4253	烤串有些走油，紫菜卷和秋葵卷有些腻，应该配点刷的酱。	None	0
4015	美中不足就是没有保温箱，显得略微不太专业，夏天还好冬天就容易凉了。其他都不错。	None	0
2229	物美价廉，很好，谢谢。	None	1
4101	百度外卖,大骗子....欺骗消费者,坑人	None	0
1446	很好吃哦，推荐大家尝一尝	None	1
7326	不是评东西。是评这态度！送餐员自己找不到地方还怪我地址写错，我自己能编出来个地址？从我上班给我地址找地方，人家就这么给的，寄所有东西也都写这个地址。大家怎么都找到了？外卖员这块也混这么久了，找不到地方还外卖什么啊，而且鼻子下的东西干什么用的，不懂问啊。,大哥这脾气这智商，还是干别的吧。	None	0
7729	送了三个小时,我也服气了,开始刚来公司没注意直接选立即送餐了还觉得太早了,可是没想到还是订晚了	None	0
2471	还不错挺好吃，定了好几次了	None	1
4140	慢死了，气死了	None	0
4541	里面的汤撒了	None	0
5591	送餐太慢。不是一般的慢。11:04下的单，最后13:20才给送到！客户端催单三次没反应，打电话给商家打了两次，光送餐员（177xxxx0056）打电话就打了三次，最开始地点还给送错了！我又告诉他了地点在哪最后才给送到。这时候给送来了都开始上班了，没时间吃饭。强烈不满！！！看在送餐员岁数不大，一直在说对不起的份上，我还是把中间几位数字隐藏了。	None	0
1743	便宜，实惠	None	1
9	很好吃，菜品味道很好，有要求都很爽快满足，赞	None	1
1368	好，肉多！但价位稍高	None	1
7689	餐厅人员服务态度差，,订餐时多要求带的辣酱酱没有带，打电话确认过，结果也没带	None	0
2765	说实话肉卷很好吃,就是送餐速度太慢了,不是一般的慢,希望送餐速度有待提高	None	1
678	送餐特别快,态度好,非常感谢	None	1
3811	送餐人员很热情，下着小雨很辛苦的大老远给送来	None	1
788	谢谢！嘻嘻	None	1
6982	真心拜服了上海本帮特色，寡淡无味，量少的可怜，怀疑是给婴幼儿定量。再不会定这家一品了。,不过快递服务要点赞，快速贴心。	None	0
4428	肉少菜多，菜好像不太新鲜，皮蛋瘦肉粥还可以便宜点，送餐还挺快	None	0
5949	南瓜粥凉了，鸡肉卷有点腻人，建议加些番茄酱。	None	0
6881	少送了一份粥、就不给送了、只给退钱，定那么多份、就给带两双筷子	None	0
5829	配送员说饭馆做错菜所以晚了，期间没人和我联系过	None	0
2447	送货员很赞，很到位，在单位都送到房间	None	1
1947	快递师傅送的很快,给个赞	None	1
6954	什么味,也没有,一点都不好,再也不会点	None	0
6348	吃过最难吃的排骨，吃两块扔了,没饭没动	None	0
578	特别好，很礼貌的外卖小哥，赞	None	1
4481	餐品送錯，告知也不理睬，不負責任	None	0
3209	送餐员态度好，好评	None	1
4035	不好吃,量又少的可怜,又贵没一点优惠	None	0
5269	送到全凉了，从下单到送达一小时，整整一小时！	None	0
1500	饼如果弄得再薄一点是不是更好吃呢？刚咬头两口我以为我是在吃馒头	None	1
4371	送了热汤，但是用普通塑料袋装的，不能喝啊，塑化剂了就！其他的不错	None	0
790	不错就是洋葱没熟太辣	None	1
249	哈哈，名字都够霸气～	None	1
2580	很快。这次饭量挺足的！	None	1
780	速度很快，菜的味道也好！不错！	None	1
3174	要是菜再多些就更好了	None	1
6953	差差差，不到十一点定的，十二点半才到，整整脱了一个多小时。打电话说到楼下了，三十分钟也没上来，爬楼梯也十几分钟到了吧，	None	0
5880	时间长,味道一般	None	0
270	味道很像必胜客的味道，外送也很专业	None	1
5050	这是第二次购买魏家凉皮,相对于第一次面皮分量少了，春卷分量远不足第一次。	None	0
4631	关东煮味道不错。一餐之后拉了肚子，可见菜品卫生有问题。	None	0
5243	时间超长，给的超少	None	0
3101	相当好，味道正宗，送餐快，下次再来！	None	1
2847	餐到的挺快的，服务态度也好，卷饼应该也会很好吃~还送了手套，挺值的，卷饼中型的巨大~卷饼好吃……	None	1
470	一个人吃量有点大，希望有小份的	None	1
6342	卷饼还可以，南瓜粥不好喝，还不如早点摊上的好	None	0
2244	非常好！！！	None	1
1488	分量很大。对于食量小的妹纸是可以俩人吃一份的…。味道也不错,送的又快。非常赞！	None	1
3157	这么大的风！骑士送来还是热的！速度真心快！	None	1
7730	我实在不想差评，11点半点餐到1点半吃上饭，中途打电话经历了关机及联系客服以及想取消的时候一直被告知马上到，菜到了已经凉的确实天气不好也阻挡不了心情实在太差	None	0
4671	送餐块，肉夹馍还好，南瓜饼和三鲜补好。	None	0
6906	送来的菜，油汤都流出来了。弄的满袋子都是。菜品味道很一般。	None	0
1825	不错不错，快递师傅也给力	None	1
718	味道不错，配送非常及时，好评！	None	1
7653	不好吃，饺子不太熟，土豆除了辣味啥都没有，毛血旺更是史无前例的难吃。绝没有第二次了一颗星都不想给，不给无法提交！	None	0
4798	特别特别慢！！	None	0
6610	2点啊,才吃上午饭,饿瘪了	None	0
